entity_id,name,category_raw,address_clean,postcode_digits,county,city_market,lat,lon,website,phones,emails,maps_url,open_status_norm,working_hours,facebook,instagram,whatsapp,youtube,tiktok
LDI1-RO-FI-F9MS-76SD-67,The1Fitness Baia Mare,Sală de fitness,"Strada Vasile Alecsandri 51, Baia Mare",430142,Maramures,Baia Mare,47.6505787,23.5800259,https://www.theonefitnessromania.ro/,+40774079716,,https://www.google.com/maps/place/The1Fitness+Baia+Mare/data=!4m7!3m6!1s0x4737dd2ce7ebaaf5:0x2925f65c24c8cccb!8m2!3d47.6505787!4d23.5800259!16s%2Fg%2F11nmgfvmgf!19sChIJ9arr5yzdN0cRy8zIJFz2JSk?authuser=0&hl=ro&rclk=1,open,sâmbătă: 07–23:30; duminică: 08–23:30; luni: 07–23:30; marți: 07–23:30; miercuri: 07–23:30; joi: 07–23:30; vineri: 07–23:30,,,,,
LDI1-RO-FI-FJD7-7TTN-48,Fit Expert Club,Complex sportiv,"Strada Dragoş Vodă 6, Baia Mare",430022,Maramures,Baia Mare,47.6534084,23.5437263,,+40758552259,,https://www.google.com/maps/place/Fit+Expert+Club/data=!4m7!3m6!1s0x4737dc3642a0e501:0xcbbbb898b91a6770!8m2!3d47.6534084!4d23.5437263!16s%2Fg%2F11c1xq7swg!19sChIJAeWgQjbcN0cRcGcauZi4u8s?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–16; duminică: Închis; luni: 07–22; marți: 07–22; miercuri: 07–22; joi: 07–22; vineri: 07–22,,,,,
LDI1-RO-FI-1CP0-8ZE1-64,Gold Star Gym,Sală de fitness,"Bulevardul Decebal 19, Baia Mare",430021,Maramures,Baia Mare,47.6556739,23.5477131,,+40756096306,,https://www.google.com/maps/place/Gold+Star+Gym/data=!4m7!3m6!1s0x4737dd981c91bf5f:0x195bf770a1f0db33!8m2!3d47.6556739!4d23.5477131!16s%2Fg%2F11jzfpbfsr!19sChIJX7-RHJjdN0cRM9vwoXD3Wxk?authuser=0&hl=ro&rclk=1,open,sâmbătă: 10–14; duminică: Închis; luni: 06–21; marți: 06–21; miercuri: 06–16; joi: Închis; vineri: 06–21,,,,,
LDI1-RO-FI-1B7D-GQ2Y-81,Activ Studio,Sală de fitness,"clădirea sălii de sport AYO GYM, 1, Strada George Coșbuc 14A, Baia Mare",430245,Maramures,Baia Mare,47.657788,23.5651101,https://activstudio.ro/,,office@activstudio.ro,https://www.google.com/maps/place/Activ+Studio/data=!4m7!3m6!1s0x4737ddd78c046f77:0x928099155612d302!8m2!3d47.657788!4d23.5651101!16s%2Fg%2F11kpfts_8g!19sChIJd28EjNfdN0cRAtMSVhWZgJI?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–13; duminică: Închis; luni: 07–21; marți: 07–21; miercuri: 07–21; joi: 07–21; vineri: 07–21,https://www.facebook.com/ActivStudioBaiaMare,https://www.instagram.com/activstudiobaiamare,,,
LDI1-RO-FI-MR9N-5AXX-63,Area Gym - Brasov - Unirea,Sală de fitness,"Unirea Shopping Center, Bulevardul Gării 3A, Brasov",500148,Brasov,Brașov,45.6611188,25.6105991,https://areagym.ro/brasov/,+40745085049,,https://www.google.com/maps/place/Area+Gym+-+Brasov+-+Unirea/data=!4m7!3m6!1s0x40b35ba2507fe445:0x45703af0003d451d!8m2!3d45.6611188!4d25.6105991!16s%2Fg%2F11w8tmkg9d!19sChIJReR_UKJbs0ARHUU9APA6cEU?authuser=0&hl=ro&rclk=1,open,sâmbătă: 10–20; duminică: 10–20; luni: 06–22; marți: 06–22; miercuri: 06–22; joi: 06–22; vineri: 06–22,,,,,
LDI1-RO-FI-16K9-XJ86-58,youRadventure,Sală de fitness,"Strada Lunii 6, Brasov",500327,Brasov,Brașov,45.6446602,25.6260211,,+40723737428,,https://www.google.com/maps/place/youRadventure/data=!4m7!3m6!1s0x40b35d549333d649:0xb66eb9075d346a3b!8m2!3d45.6446602!4d25.6260211!16s%2Fg%2F11m5j459v3!19sChIJSdYzk1Rds0ARO2o0XQe5brY?authuser=0&hl=ro&rclk=1,unspecified,,,,,,
LDI1-RO-FI-1WH7-7M89-84,Sala Sporturilor „Dumitru Popescu Colibași”,Complex sportiv,"Bulevardul Gării 9, Brasov",500148,Brasov,Brașov,45.6603077,25.6180294,https://www.dstbv.ro/sala-sporturilor-brasov/,+40268415371,contact@dstbv.ro,https://www.google.com/maps/place/Sala+Sporturilor+%E2%80%9EDumitru+Popescu+Coliba%C8%99i%E2%80%9D/data=!4m7!3m6!1s0x40b35b8a12dfec4f:0xe1a13d0c970c6488!8m2!3d45.6603077!4d25.6180294!16s%2Fm%2F0zbwr_y!19sChIJT-zfEopbs0ARiGQMlww9oeE?authuser=0&hl=ro&rclk=1,unspecified,,https://www.facebook.com/BazeSportiveBv,,,,
LDI1-RO-FI-VW0B-S1MH-54,World Class Romania Brasov,Sală de fitness,"in incinta Afi Brasov, Bulevardul 15 Noiembrie nr 78",500101,Brasov,Brașov,45.6501488,25.6100914,,+40751230693,,https://www.google.com/maps/place/World+Class+Romania+Brasov/data=!4m7!3m6!1s0x40b35d80075cd097:0xcfbeeb2aca08e227!8m2!3d45.6501488!4d25.6100914!16s%2Fg%2F11m42_ygpd!19sChIJl9BcB4Bds0ARJ-IIyirrvs8?authuser=0&hl=ro&rclk=1,open,sâmbătă: 08–22; duminică: 08–22; luni: 07–22; marți: 07–22; miercuri: 07–22; joi: 07–22; vineri: 07–22,,,,,
LDI1-RO-FI-N69B-X6HR-72,18GYM Unirea Mall Brasov,Sală de fitness,"Unirea Shopping Center, Bulevardul Gării 3A, Brasov",500148,Brasov,Brașov,45.6611731,25.6106593,https://18gym.ro/locatii-18gym-brasov/,+40770358176,,https://www.google.com/maps/place/18GYM+Unirea+Mall+Brasov/data=!4m7!3m6!1s0x40b35b0b09376007:0xd911eda7eb1b699e!8m2!3d45.6611731!4d25.6106593!16s%2Fg%2F11t_swj3vq!19sChIJB2A3CQtbs0ARnmkb66ftEdk?authuser=0&hl=ro&rclk=1,open,sâmbătă: 10–20; duminică: 10–20; luni: 07–22; marți: 06–23; miercuri: 06–23; joi: 07–22; vineri: 07–22,,,,,
LDI1-RO-FI-1RNH-0YH5-08,Stay Fit Gym Lemon Park,Sală de fitness,"Strada Popasului 110, Voluntari",077190,Ilfov,Voluntari,44.4925447,26.1508621,https://stayfit.ro/,+40773855026,,https://www.google.com/maps/place/Stay+Fit+Gym+Lemon+Park/data=!4m7!3m6!1s0x40b1f98a861bfd91:0x1a941978545bcae1!8m2!3d44.4925447!4d26.1508621!16s%2Fg%2F11sbpx51wl!19sChIJkf0bhor5sUAR4cpbVHgZlBo?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–19; duminică: 09–19; luni: 07–23; marți: 07–23; miercuri: 07–23; joi: 07–23; vineri: 07–23,,,,,
LDI1-RO-FI-4BCP-K28D-95,Stay Fit Gym Voluntari,Sală de fitness,Bulevardul Voluntari 72,077190,Ilfov,Voluntari,44.4872232,26.1823693,https://stayfit.ro/bucuresti/voluntari/,+40775698048,,https://www.google.com/maps/place/Stay+Fit+Gym+Voluntari/data=!4m7!3m6!1s0x40b1f9c1c857edc5:0xc48256a4c3ce94ce!8m2!3d44.4872232!4d26.1823693!16s%2Fg%2F11xm8kmwdv!19sChIJxe1XyMH5sUARzpTOw6RWgsQ?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–19; duminică: 09–19; luni: 06–23; marți: 06–23; miercuri: 06–23; joi: 06–23; vineri: 06–23,,,,,
LDI1-RO-FI-19HC-DK0J-04,Club Elite,Sală de fitness,"Str. Școlii, Voluntari",077190,Ilfov,Voluntari,44.4901857,26.2006478,https://www.clubelite.ro/,+40733770066,,https://www.google.com/maps/place/Club+Elite/data=!4m7!3m6!1s0x40b1f9cf3c5991d1:0x241d9d79cd9677a6!8m2!3d44.4901857!4d26.2006478!16s%2Fg%2F1td0d_m9!19sChIJ0ZFZPM_5sUARpneWzXmdHSQ?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–17; duminică: 09–17; luni: 07–22; marți: 07–22; miercuri: 07–22; joi: 07–22; vineri: 07–22,,,,,
LDI1-RO-FI-109N-CXZ4-76,MUR Fitness Studio,Sală de fitness,"Calea Dumbrăvii 76, Sibiu",557260,Sibiu,Sibiu,45.7766386,24.1428904,,+40770711364,,"https://www.google.com/maps/place/MUR+Fitness+Studio/@45.7766386,24.1428904,17z/data=!3m1!4b1!4m6!3m5!1s0x474c5deb6a3e28ef:0x2526ffcfc7ee381!8m2!3d45.7766386!4d24.1428904!16s%2Fg%2F11y49nyvwz?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",unspecified,,,,,,
LDI1-RO-FI-134A-7Q8F-40,Sala Polivalenta Magura Cisnadie,Complex sportiv,"Strada Măgurii B1, Cisnadie",555300,Sibiu,Sibiu,45.7067731,24.1353628,,,,https://www.google.com/maps/place/Sala+Polivalenta+Magura+Cisnadie/data=!4m7!3m6!1s0x474c5c08117918e1:0xe8e080e32ca530eb!8m2!3d45.7067731!4d24.1353628!16s%2Fg%2F11c30ww26q!19sChIJ4Rh5EQhcTEcR6zClLOOA4Og?authuser=0&hl=ro&rclk=1,unspecified,,,,,,
LDI1-RO-FI-1GS8-TD7V-25,T.S.F Healthzone,Sală de fitness,"Strada Traian Vuia 91, Cluj-napoca",400419,Cluj,Cluj-Napoca,46.7852319,23.6589879,https://tsfhealthclub.ro/,+40722455136,nume.prenume@gmail.com,https://www.google.com/maps/place/T.S.F+Healthzone/data=!4m7!3m6!1s0x47490b1ac74380c3:0x1b455ec8f6dc3115!8m2!3d46.7852319!4d23.6589879!16s%2Fg%2F11mbyp20fn!19sChIJw4BDxxoLSUcRFTHc9sheRRs?authuser=0&hl=ro&rclk=1,open,sâmbătă: 10–17; duminică: 10–17; luni: 07–22; marți: 07–22; miercuri: 07–22; joi: 07–22; vineri: 07–22,,,,,
LDI1-RO-FI-BABX-SXJP-94,Shape Xpress,Sală de fitness,"Strada Heltai Gáspár 21, Cluj-napoca",400000,Cluj,Cluj-Napoca,46.7656213,23.6149071,https://orar.sxp.ro/,+40751021204,,https://www.google.com/maps/place/Shape+Xpress/data=!4m7!3m6!1s0x47490c38fbd98d7b:0xce65d4731aa4decc!8m2!3d46.7656213!4d23.6149071!16s%2Fg%2F12qfbhgsh!19sChIJe43Z-zgMSUcRzN6kGnPUZc4?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–21; duminică: Închis; luni: 08–21; marți: 08–21; miercuri: 08–21; joi: 08–21; vineri: 08–21,https://www.facebook.com/shapexpresscluj,https://www.instagram.com/sxpcluj,,,
LDI1-RO-FI-1DRH-5BRX-15,Athletic Sport Center,Sală de fitness,"Strada Constantin Brâncuși 148-152, Cluj-napoca",400458,Cluj,Cluj-Napoca,46.7604077,23.6134888,https://www.athleticsportcenter.ro/,+40741682665,,https://www.google.com/maps/place/Athletic+Sport+Center/data=!4m7!3m6!1s0x47490db843a47d29:0x85fe5176fc403b23!8m2!3d46.7604077!4d23.6134888!16s%2Fg%2F11kjpps8gg!19sChIJKX2kQ7gNSUcRIztA_HZR_oU?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–20; duminică: 09–18; luni: 07–22; marți: 07–22; miercuri: 07–22; joi: 07–22; vineri: 07–22,,,,,
LDI1-RO-FI-1B08-960D-49,Stay Fit Gym Central Cluj,Sală de fitness,"Strada Regele Ferdinand 22-26, Cluj-napoca",400000,Cluj,Cluj-Napoca,46.772964,23.58991,https://stayfit.ro/cluj/central/,+40770583743,,https://www.google.com/maps/place/Stay+Fit+Gym+Central+Cluj/data=!4m7!3m6!1s0x47490f002855decd:0x9b63adba2008ec17!8m2!3d46.772964!4d23.58991!16s%2Fg%2F11vt6xfm00!19sChIJzd5VKAAPSUcRF-wIILqtY5s?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–19; duminică: 09–19; luni: 07–23; marți: 07–23; miercuri: 07–23; joi: 07–23; vineri: 07–23,,,,,
LDI1-RO-FI-1FNG-M2WY-79,18GYM Fabrica de Sport Cluj Napoca,Sală de fitness,"Strada Tudor Vladimirescu 22, Cluj-napoca",400225,Cluj,Cluj-Napoca,46.7825494,23.5615084,,+40774458093,,https://www.google.com/maps/place/18GYM+Fabrica+de+Sport+Cluj+Napoca/data=!4m7!3m6!1s0x47490ee981f700dd:0xecb5b661f0736009!8m2!3d46.7825494!4d23.5615084!16s%2Fg%2F119w47l7s!19sChIJ3QD3gekOSUcRCWBz8GG2tew?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–21; duminică: 10–21; luni: 06–23; marți: 06–23; miercuri: 06–23; joi: 06–23; vineri: 06–23,,,,,
LDI1-RO-FI-10V8-NMVN-25,Fortuna Sport Center,Sală de fitness,"Strada Miraslău 4, Cluj-napoca",400322,Cluj,Cluj-Napoca,46.7672444,23.5491159,https://fortunasport.center/,+40749122122,receptie@fortunasport.center,https://www.google.com/maps/place/Fortuna+Sport+Center/data=!4m7!3m6!1s0x47490d878bbefe97:0x9e15d776a9d41a!8m2!3d46.7672444!4d23.5491159!16s%2Fg%2F11r_g0467h!19sChIJl_6-i4cNSUcRGtSpdtcVngA?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–20; duminică: 09–18; luni: 06:30–22; marți: 06:30–22; miercuri: 06:30–22; joi: 06:30–22; vineri: 06:30–22,https://www.facebook.com/FortunaSportCenterCluj,https://www.instagram.com/fortunasportcentercluj,,,
LDI1-RO-FI-1J3W-0W85-95,Arka Strength and Conditioning,Sală de fitness,"Strada Tudor Vladimirescu 15-17, Cluj-napoca",400225,Cluj,Cluj-Napoca,46.7822218,23.5605431,https://www.arkafit.com/,+40752221224,,https://www.google.com/maps/place/Arka+Strength+and+Conditioning/data=!4m7!3m6!1s0x47490e7795feb11f:0x2f87e7f9c77c2236!8m2!3d46.7822218!4d23.5605431!16s%2Fg%2F11clyc9h58!19sChIJH7H-lXcOSUcRNiJ8x_nnhy8?authuser=0&hl=ro&rclk=1,open,sâmbătă: 10–11; duminică: Închis; luni: 07:30–21; marți: 07:30–21; miercuri: 07:30–21; joi: 07:30–21; vineri: 07:30–21,,,,,
LDI1-RO-FI-1REN-F66S-40,18GYM Gheorgheni Mercur Cluj Napoca,Sală de fitness,"Aleea Detunata 1, Cluj-napoca",400000,Cluj,Cluj-Napoca,46.7670802,23.625226,https://18gym.ro/cluj-napoca/,+40770367870,,https://www.google.com/maps/place/18GYM+Gheorgheni+Mercur+Cluj+Napoca/data=!4m7!3m6!1s0x47490df996ade05f:0x4ba71ad706a30114!8m2!3d46.7670802!4d23.625226!16s%2Fg%2F11k6ltzpgr!19sChIJX-CtlvkNSUcRFAGjBtcap0s?authuser=0&hl=ro&rclk=1,open,sâmbătă: 09–18; duminică: Închis; luni: 07–22; marți: 06–23; miercuri: 06–23; joi: 07–22; vineri: 07–22,,,,,
